Name,Course,Department,Age,City,Hobby,Allowance,Salary of Parents
Thomas Wilson,Architecture,Law,22,Boston,Sports,3481.333333333333,147172.0
Tina Singh,Chemistry,Law,22,Boston,Sports,4060.0,80396.0
Sara Mills,Nursing,Business,19,Boston,Cooking,3970.75,80442.0
Jill Rivera,Biology,Health,18,Chicago,Music,3792.25,30364.0
James Gonzales,Information Technology,Arts,22,New York,Traveling,3703.0,36280.25
Kenneth Hernandez,Psychology,Arts,21,Chicago,Cooking,1756.0,54029.0
Julian Small PhD,Philosophy,Engineering,20,Houston,Traveling,2352.0,80949.0
Brianna Nichols,Psychology,Law,20,Boston,Gaming,3617.0,94370.5
Lisa Dennis,Business Administration,Science,20,New York,Traveling,3228.5,107792.0
Robert Brown,Psychology,Business,24,Los Angeles,Cooking,2840.0,121213.5
Tiffany Snyder,Psychology,Business,25,Boston,Music,2423.714285714286,105518.33333333331
Scott Mann,Electrical Engineering,Law,20,San Francisco,Reading,2215.5714285714284,76401.66666666666
John Ayala,Biology,Arts,24,New York,Music,2007.428571428572,47285.0
Brett Walters,Psychology,Business,23,Boston,Gaming,1799.2857142857142,140594.0
Jonathan Carlson,Mechanical Engineering,Business,19,Boston,Music,1383.0,83362.8
Robert Perez,Mathematics,Science,23,Boston,Gaming,3223.5,84536.4
Jay Farmer,Biology,Science,25,New York,Cooking,3880.0,85710.0
Tony Lewis,Biology,Engineering,24,Los Angeles,Traveling,3693.0,101119.33333333331
Brian Morgan,Computer Science,Science,23,Chicago,Reading,3506.0,116528.66666666669
Matthew Jackson,Biology,Science,23,San Francisco,Reading,2082.0,146986.0
Nathan Smith,Philosophy,Engineering,21,Boston,Traveling,2017.0,88396.0
William Mclaughlin,Architecture,Science,18,Houston,Reading,2327.4,70724.4
Janice Garcia,Physics,Business,21,Chicago,Sports,2767.8,88869.6
Daniel Sandoval,Electrical Engineering,Health,23,New York,Gaming,3208.2,107014.8
Robert Spencer,Biology,Science,20,Los Angeles,Music,3648.6,125160.0
Alexis Powers,Psychology,Arts,24,Remote,Music,4089.0,79499.0
Lisa Weaver,Mechanical Engineering,Law,19,New York,Cooking,4011.0,76436.33333333333
Daniel Walker,Business Administration,Law,22,Boston,Gaming,3777.0,57813.5
Shannon Mueller,Biology,Arts,20,New York,Gaming,3034.5,42829.0
Frank Lara,Computer Science,Health,23,Houston,Music,2167.0,55840.0
Claire Walls,Electrical Engineering,Health,25,Boston,Music,1689.0,41079.0
Victoria Lawson,Biology,Law,18,Remote,Reading,1636.0,149832.0
Kathleen Smith,Mathematics,Engineering,18,Los Angeles,Gaming,1530.0,148009.2
Leah Lee,Architecture,Law,25,Houston,Music,2710.0,146186.4
Joel Dudley,Nursing,Law,23,Los Angeles,Cooking,3300.0,145275.0
Shannon Hernandez,Psychology,Arts,23,Remote,Traveling,2521.5,141766.0
Brittany Bryant,Electrical Engineering,Engineering,18,Houston,Sports,2132.25,140011.5
Mrs. Shelley Adams,Psychology,Arts,18,Houston,Sports,1743.0,138257.0
Anne Blackwell,Mechanical Engineering,Engineering,23,Los Angeles,Cooking,4028.0,94631.5
Jennifer Cook,Mathematics,Arts,19,Chicago,Sports,3036.0,95436.5
Jeffery Lopez,Business Administration,Engineering,22,San Francisco,Gaming,3326.666666666667,125193.0
Rhonda Diaz,Mechanical Engineering,Engineering,21,Remote,Reading,4091.6666666666665,38330.0
Amanda Bentley,Physics,Business,24,Boston,Traveling,4225.333333333333,47605.0
Lindsey Rose,Computer Science,Health,18,San Francisco,Traveling,3926.0,86215.0
Samuel Webster,Architecture,Business,21,Los Angeles,Cooking,3776.3333333333335,81819.8
Sean Rodriguez,Information Technology,Law,24,Houston,Cooking,3626.666666666667,77424.6
Tina Elliott,Philosophy,Law,19,New York,Traveling,3477.0,73029.4
Kendra Morton,Information Technology,Health,18,Boston,Reading,2296.5,68634.2
Eric Simpson,Mathematics,Health,24,San Francisco,Cooking,1116.0,64239.0
Miss Jennifer Gonzalez,Mechanical Engineering,Health,20,Los Angeles,Sports,4897.0,56908.0
Dylan Matthews,Biology,Law,20,Remote,Traveling,4291.0,49577.0
Edwin Flowers,Biology,Law,24,Remote,Reading,3079.0,143177.0
Donald Thomas,Electrical Engineering,Law,24,San Francisco,Gaming,1049.0,111524.0
Cindy Mullins,Nursing,Law,23,San Francisco,Music,1069.25,79871.0
Ashley Fisher,Philosophy,Business,18,Remote,Traveling,1089.5,85304.5
Richard Hutchinson,Law,Business,18,Remote,Music,1130.0,120932.0
Michael Lozano,Business Administration,Business,18,San Francisco,Music,1812.0,118140.0
Karen Smith,Biology,Law,25,Chicago,Cooking,2494.0,115714.2
William Davis,Information Technology,Engineering,22,New York,Music,3858.0,110862.6
Stephanie Riddle,Law,Science,19,New York,Sports,2256.0,108436.8
Joseph Lee,Philosophy,Business,20,Chicago,Sports,2211.0,106011.0
Lee Patel,Philosophy,Science,24,Los Angeles,Gaming,2166.0,85144.5
Jesus Melendez,Psychology,Law,21,Boston,Reading,2076.0,100912.0
Travis Hebert,Chemistry,Engineering,18,Chicago,Gaming,1655.5,100992.0
Emily Bishop,Philosophy,Law,25,Houston,Cooking,1280.0,101032.0
Carl Hahn,Mechanical Engineering,Law,22,San Francisco,Cooking,1479.6666666666667,101072.0
Frank Cochran,Architecture,Business,24,San Francisco,Reading,1679.3333333333333,101112.0
Mitchell Livingston,Architecture,Business,20,Boston,Traveling,1879.0,34716.0
Tyler Hernandez,Computer Science,Health,24,Houston,Cooking,4410.0,103145.0
Kelsey Johnson,Information Technology,Arts,18,Chicago,Cooking,2535.0,59807.0
Karen Santiago,Philosophy,Science,21,Chicago,Gaming,3877.0,30915.0
Wesley Sosa,Nursing,Health,21,Remote,Traveling,4885.5,115270.5
Bryan Thompson,Nursing,Law,24,Boston,Cooking,2943.0,118393.0
Margaret Huang,Biology,Health,22,San Francisco,Reading,1190.0,116356.42857142857
Courtney Wheeler,Philosophy,Law,24,Remote,Gaming,3133.333333333333,98861.71428571428
Austin Garcia,Law,Business,24,Chicago,Cooking,3044.0,87198.57142857142
Mitchell Johnston,Architecture,Science,19,Boston,Reading,3881.0,142751.0
Crystal Ryan DDS,Nursing,Business,25,San Francisco,Music,2806.0,145579.0
Stephanie Barker,Architecture,Health,25,Los Angeles,Music,1731.0,148407.0
Darlene Lane,Philosophy,Business,18,Remote,Music,3868.5,68611.0
Andrew Patel,Architecture,Science,25,Remote,Gaming,3761.0,96831.5
Danielle Thomas,Psychology,Arts,18,Remote,Music,3951.0,132484.5
Lisa Brown,Mechanical Engineering,Engineering,21,Boston,Music,3658.0,139917.0
Teresa House,Nursing,Law,20,New York,Cooking,3365.0,129818.0
Thomas Kane,Electrical Engineering,Engineering,21,Chicago,Sports,2779.0,118327.28571428572
Jordan Adams,Physics,Science,22,Houston,Traveling,2945.5,116935.57142857143
Lisa Fitzgerald,Architecture,Health,25,Chicago,Gaming,3148.6666666666665,111368.71428571428
Veronica Dodson,Philosophy,Law,18,New York,Cooking,3160.8888888888887,109977.0
Javier Nixon,Physics,Engineering,22,Houston,Gaming,3185.333333333333,135770.0
Douglas Ball,Psychology,Arts,20,Houston,Gaming,3197.555555555556,102012.5
Kathleen Haas,Psychology,Law,20,New York,Music,3222.0,89534.0
Mathew Evans,Architecture,Arts,22,San Francisco,Cooking,4393.0,41720.0
Carolyn Hoffman MD,Biology,Business,21,New York,Music,1747.0,72676.5
Stephanie Thompson,Law,Health,19,San Francisco,Music,3671.0,52113.0
Ellen Lewis,Mathematics,Business,19,New York,Traveling,4060.0,35788.0
Elizabeth Cruz,Nursing,Science,18,Boston,Cooking,2869.0,115676.0
Alicia Howard,Physics,Law,22,Chicago,Traveling,1289.0,78164.0
Mary Shaw,Biology,Science,21,Remote,Cooking,4955.0,85736.0
Chris Lane,Nursing,Health,18,Houston,Reading,3668.0,89522.0
Jessica Gray,Law,Law,24,Chicago,Reading,3755.0,93308.0
Chloe Travis,Biology,Engineering,19,Houston,Gaming,1586.0,97094.0
Andrew Morris,Physics,Business,23,Chicago,Reading,1279.0,71145.0
Matthew Miller,Mechanical Engineering,Engineering,21,Boston,Reading,2866.0,37325.0
Roger Ferguson,Mechanical Engineering,Arts,24,Los Angeles,Sports,4233.0,138511.0
David Simpson,Psychology,Law,23,New York,Traveling,3994.5,40089.0
Melissa Murray,Computer Science,Law,19,New York,Music,3756.0,53416.5
Lori Wilson,Nursing,Business,24,Boston,Reading,3477.333333333333,66969.0
Dennis Holden,Mechanical Engineering,Engineering,20,Chicago,Gaming,2402.6666666666665,74705.7
Amber Mcneil,Psychology,Arts,24,Chicago,Cooking,1328.0,82442.4
Thomas Young,Chemistry,Law,19,New York,Sports,3764.0,90179.1
Elizabeth Cantu,Information Technology,Health,21,Los Angeles,Gaming,1077.0,105652.5
Brent Christian,Biology,Business,19,Chicago,Cooking,2242.0,113389.2
Cristina Shepard,Law,Health,22,Los Angeles,Gaming,1562.6666666666663,128862.6
Jeremy Miller,Business Administration,Engineering,21,Remote,Gaming,1223.0,136599.3
Shelby Jackson,Information Technology,Law,23,Los Angeles,Gaming,2091.25,144336.0
Jennifer Riley,Physics,Arts,20,Houston,Cooking,3827.75,134292.0
Amy Mills,Mathematics,Law,24,San Francisco,Gaming,4696.0,144173.0
Kimberly Kemp,Computer Science,Arts,23,New York,Music,4381.0,97845.0
Samantha Johnson,Architecture,Health,25,San Francisco,Gaming,3284.5,65667.0
Jessica Bishop,Biology,Science,20,Boston,Gaming,2206.0,75153.0
Katherine Anderson,Mechanical Engineering,Engineering,24,Remote,Music,4314.0,85954.33333333333
Bryan Mendoza,Mathematics,Arts,18,Houston,Gaming,3248.5,96755.66666666669
Angela Hodge,Nursing,Health,21,Los Angeles,Sports,2148.6666666666665,118358.33333333334
Mr. Brian Peters,Architecture,Engineering,18,Remote,Reading,2114.333333333333,129159.66666666669
Maria Blackwell,Mathematics,Engineering,24,Boston,Traveling,2080.0,139961.0
Kayla Morales,Electrical Engineering,Business,22,New York,Music,3831.0,136853.75
Jodi Jackson,Business Administration,Arts,23,Chicago,Gaming,2457.333333333333,107670.5
Thomas Johnson,Architecture,Health,23,Houston,Reading,4501.0,83632.5
Christopher Taylor,Physics,Engineering,20,New York,Gaming,4571.5,79456.0
Tara Miller,Psychology,Science,21,Chicago,Cooking,4642.0,65447.0
Samantha Melton,Mechanical Engineering,Science,20,Remote,Traveling,4304.5,74460.0
Sandra Rosales,Computer Science,Law,24,Houston,Cooking,3967.0,83473.0
Megan Bruce,Physics,Science,23,Remote,Reading,3185.0,78677.77777777778
Kevin Meza,Mechanical Engineering,Science,21,Chicago,Reading,4251.0,71237.11111111111
Cynthia Willis,Computer Science,Health,20,Houston,Gaming,3854.3333333333335,68756.88888888889
John Smith,Biology,Business,20,San Francisco,Cooking,3979.0,61316.22222222222
Andrew Pham,Electrical Engineering,Science,19,New York,Sports,2909.5,117452.0
Alexander Simmons,Architecture,Engineering,21,Houston,Cooking,1840.0,91700.0
Mark Estrada,Computer Science,Business,25,Houston,Cooking,1960.1666666666667,78824.0
Bradley Diaz,Law,Law,19,New York,Traveling,2080.333333333333,106499.0
Timothy Osborne,Electrical Engineering,Arts,25,Houston,Music,2200.5,134174.0
Jessica Barnes,Biology,Science,19,Houston,Music,2320.6666666666665,100724.0
Ariel Hampton,Psychology,Engineering,18,Houston,Music,3553.0,117726.5
Adam Pineda,Computer Science,Health,20,New York,Traveling,3677.0,131091.0
Jamie Johnson,Chemistry,Business,24,New York,Music,3801.0,125014.0
Chase Nunez,Electrical Engineering,Business,18,Chicago,Traveling,4915.0,118937.0
Samantha Huang,Mechanical Engineering,Arts,22,Houston,Reading,3611.0,112860.0
Sydney Morgan DVM,Philosophy,Law,24,San Francisco,Cooking,4000.1666666666665,86492.84615384616
James Yates,Philosophy,Science,24,Remote,Cooking,2088.75,61130.15384615384
Theresa Baker,Psychology,Law,24,New York,Sports,2067.333333333333,50985.07692307692
Robert Lewis Jr.,Architecture,Health,21,New York,Traveling,1923.6666666666667,45912.53846153845
Angela Allen,Law,Arts,20,Houston,Gaming,2451.0,59948.0
Chad Simmons,Philosophy,Law,22,New York,Reading,2164.4,50410.66666666666
Julie Lyons,Architecture,Arts,25,Boston,Traveling,1877.8,40873.33333333333
Megan Love,Mathematics,Law,23,Boston,Sports,1591.1999999999998,31336.0
Bonnie Bates,Mechanical Engineering,Arts,24,San Francisco,Reading,1018.0,138611.0
Alex Anderson,Computer Science,Engineering,22,Remote,Music,2295.5,143762.0
Bradley Farmer,Mechanical Engineering,Engineering,18,Boston,Cooking,3716.0,101276.8
Megan Morris,Mathematics,Business,24,San Francisco,Cooking,3859.0,80034.20000000001
Karen Murray,Business Administration,Business,24,Remote,Cooking,3904.0,81972.2
Steven Oconnell,Information Technology,Business,22,New York,Cooking,3771.5,104183.8
Mark House,Mathematics,Law,19,Remote,Music,3639.0,126395.4
Janet Farrell,Biology,Business,21,San Francisco,Gaming,3701.75,148607.0
Susan Gill,Architecture,Law,21,Los Angeles,Cooking,3827.25,53642.333333333336
Brian Jones,Computer Science,Engineering,25,New York,Traveling,3890.0,49571.66666666666
David Phelps,Philosophy,Business,23,Remote,Gaming,2952.0,45501.0
Matthew Garcia,Mechanical Engineering,Engineering,23,Houston,Cooking,2152.0,140165.0
Diana Garcia,Mathematics,Health,24,Los Angeles,Gaming,3413.0,134088.33333333334
Lori Johnson,Chemistry,Health,19,Boston,Sports,1507.0,131050.0
Patricia Mccarthy,Physics,Science,22,New York,Reading,1887.0,128011.66666666669
Stephen Holt,Physics,Science,22,Los Angeles,Reading,1709.0,124973.33333333331
Chad Ballard,Physics,Arts,22,Houston,Reading,1531.0,121935.0
Jason Roberts,Philosophy,Law,18,Houston,Music,3487.0,68639.66666666666
Gregory Hart,Physics,Health,25,San Francisco,Gaming,2814.0,40315.5
Jeffrey Johnson,Biology,Business,22,Remote,Sports,3609.0,38639.0
Crystal Simmons,Psychology,Arts,20,Los Angeles,Gaming,2924.0,70889.33333333333
Tammy Brown,Mathematics,Arts,18,New York,Traveling,2239.0,103139.66666666666
Randy Jenkins,Chemistry,Business,25,Remote,Cooking,1554.0,135390.0
Tracey Wu,Mechanical Engineering,Business,25,New York,Cooking,3558.666666666667,72577.0
Yvonne Stone,Business Administration,Law,22,San Francisco,Cooking,4561.0,71135.0
Stacy Figueroa,Mechanical Engineering,Science,18,Los Angeles,Cooking,4559.4,110143.0
Carolyn Khan,Philosophy,Health,22,Houston,Gaming,4557.8,71034.0
Gary Burton,Philosophy,Arts,18,Houston,Cooking,4556.2,31925.0
Michael Wilson,Electrical Engineering,Science,18,Remote,Reading,4554.6,53558.0
Jose Stanley,Law,Arts,18,Remote,Sports,4553.0,54412.0
Erica Harrison,Physics,Arts,21,Chicago,Reading,2021.0,56120.0
Danny Dodson,Law,Science,18,Chicago,Cooking,1026.0,56974.0
Jasmine Mack,Chemistry,Arts,25,San Francisco,Sports,1604.0,57828.0
Jose Harris,Law,Science,20,Remote,Cooking,4825.0,118160.0
Adam Scott,Information Technology,Business,18,San Francisco,Sports,1410.0,141194.0
Kelly Dunn,Law,Law,21,San Francisco,Traveling,2363.0,134894.0
Teresa Fields,Psychology,Engineering,22,Remote,Music,3316.0,128594.0
Anna Garcia,Electrical Engineering,Business,20,San Francisco,Sports,2265.0,60225.5
Kevin Stout,Architecture,Business,22,Los Angeles,Reading,3723.0,46162.0
Heather Hammond,Mechanical Engineering,Law,24,Los Angeles,Cooking,3829.5,147352.0
Thomas Shepherd,Electrical Engineering,Health,24,Los Angeles,Gaming,3936.0,118128.0
Jennifer Reeves,Mathematics,Science,22,Remote,Gaming,1180.0,77402.5
Elizabeth Phillips,Mathematics,Law,25,Los Angeles,Reading,2508.0,42168.0
Jordan Ramirez,Psychology,Health,24,New York,Gaming,2504.0,47659.0
Crystal Morrison,Business Administration,Arts,20,New York,Reading,2744.6666666666665,81336.0
Michael Smith,Psychology,Science,25,Remote,Reading,2985.333333333333,102289.0
Rita Hall,Mathematics,Business,24,New York,Reading,3226.0,126842.0
Samuel Thornton,Business Administration,Law,20,New York,Traveling,2503.6666666666665,140605.4
Mark Gilbert,Business Administration,Science,19,Los Angeles,Gaming,2932.0,145193.2
Russell Dickson,Biology,Engineering,19,Boston,Gaming,3564.6666666666665,149781.0
Christopher Norris,Architecture,Health,18,Los Angeles,Music,4197.333333333333,133806.8
James Silva,Chemistry,Health,21,Houston,Cooking,3893.5,101858.4
Renee Robinson,Physics,Health,21,Chicago,Cooking,1816.0,69910.0
Brooke Santos,Biology,Arts,20,New York,Traveling,4756.0,64842.8
Michael Beck,Mathematics,Law,24,New York,Traveling,4842.0,59775.6
Katelyn Sanders,Chemistry,Business,20,Los Angeles,Sports,3673.0,54708.4
Sarah Collins,Mathematics,Health,25,San Francisco,Reading,4121.0,49641.2
Ronald Ochoa,Computer Science,Engineering,23,Remote,Reading,3611.2,44574.0
Marissa Castro,Information Technology,Business,22,Boston,Music,3101.4,71181.0
Joshua Richardson,Mathematics,Law,21,Los Angeles,Gaming,2591.6,97788.0
Brianna Flores,Chemistry,Business,22,Houston,Sports,2081.8,124395.0
Crystal Rogers,Physics,Health,24,Chicago,Reading,1572.0,121051.33333333331
Paul Robinson,Electrical Engineering,Law,18,Remote,Cooking,3004.0,117707.66666666669
Monique Jones,Mechanical Engineering,Engineering,25,Boston,Music,4333.0,114364.0
Sabrina Duncan,Psychology,Law,22,Los Angeles,Music,3107.0,91895.0
Rebecca Robinson,Psychology,Law,23,Remote,Sports,3427.0,86402.0
Michael Mccullough,Psychology,Law,18,Remote,Reading,3747.0,97987.0
Ian Gonzalez,Mechanical Engineering,Engineering,21,New York,Sports,1957.0,103803.5
Bradley Fletcher,Mathematics,Business,22,Remote,Sports,2122.0,98035.0
Nicholas Taylor,Electrical Engineering,Arts,22,Los Angeles,Cooking,1933.6666666666667,112336.33333333331
Michael Evans,Computer Science,Business,23,Chicago,Reading,1745.3333333333333,67710.0
Roy Holmes,Philosophy,Business,20,New York,Music,1651.1666666666663,147141.0
Rose Watson MD,Computer Science,Engineering,19,New York,Gaming,2825.0,107595.0
Joyce Ferrell,Mathematics,Law,19,Remote,Music,2262.0,87822.0
Ryan Stewart,Law,Science,20,Boston,Traveling,1699.0,76813.75
James Sanchez,Philosophy,Business,20,San Francisco,Gaming,3273.0,65805.5
Amy Williams,Information Technology,Law,21,New York,Cooking,3604.3333333333335,54797.25
Nancy Campbell,Philosophy,Business,23,Houston,Music,3935.6666666666665,43789.0
Brandon Jensen,Physics,Science,24,Houston,Sports,2896.0,34495.0
Andrew Stone,Biology,Science,25,Houston,Gaming,2089.5,36616.0
David Taylor,Information Technology,Law,19,Remote,Reading,1283.0,98922.0
Ann Shepherd,Electrical Engineering,Arts,25,Houston,Gaming,2840.0,112119.0
Kyle Hernandez,Nursing,Business,22,Los Angeles,Reading,3475.6666666666665,125316.0
Timothy Torres,Chemistry,Law,25,Chicago,Traveling,4111.333333333333,138513.0
Michael Griffith,Psychology,Law,21,Houston,Music,4747.0,109736.0
Carly Kim,Biology,Health,18,Chicago,Traveling,1151.0,80959.0
Adam Miller,Chemistry,Science,23,Chicago,Traveling,1431.4,52182.0
Kristi Jones,Electrical Engineering,Arts,23,Chicago,Music,2272.6,91949.0
Mr. Mark Wilson,Computer Science,Business,25,Boston,Sports,2553.0,42664.0
Morgan Lane,Business Administration,Arts,21,Chicago,Reading,2083.0,58626.5
Mitchell Sharp,Philosophy,Engineering,25,New York,Cooking,3786.2,99980.33333333331
Courtney Johnson,Law,Law,19,New York,Music,3359.8,100162.66666666669
Patricia Oneal,Information Technology,Arts,18,San Francisco,Music,2933.4,100345.0
Jennifer Perry,Philosophy,Science,18,Houston,Gaming,2507.0,100527.33333333331
Timothy Gonzalez,Philosophy,Law,21,San Francisco,Gaming,3088.333333333333,100709.66666666669
Bobby Johnson,Mathematics,Business,19,Chicago,Cooking,3781.5,117030.0
Raymond Jones,Philosophy,Arts,19,Los Angeles,Traveling,1644.0,45064.0
Denise Reid,Psychology,Health,21,New York,Traveling,1635.0,98320.0
Cristian Salazar,Electrical Engineering,Health,22,Boston,Gaming,1669.0,95601.0
Ronald Alexander,Chemistry,Engineering,21,Los Angeles,Cooking,1686.0,101389.0
David Meyer,Computer Science,Law,25,San Francisco,Reading,1703.0,107177.0
Nicholas Allen,Business Administration,Arts,20,New York,Reading,1720.0,86741.5
John Robinson PhD,Philosophy,Health,21,Los Angeles,Gaming,1602.3333333333333,60461.0
Suzanne Robbins,Physics,Health,21,Remote,Reading,1425.8333333333333,51688.0
Ricardo Phillips,Information Technology,Law,22,New York,Gaming,3817.0,64725.75
Roger Shaw,Biology,Engineering,19,Chicago,Sports,1563.0,51487.25
William Smith,Philosophy,Business,24,San Francisco,Music,2668.0,44868.0
Robert Ramirez,Architecture,Law,24,Remote,Sports,4150.5,73230.0
Brandon Harrington,Electrical Engineering,Science,19,Chicago,Cooking,3363.0,60164.0
Carl Jackson,Information Technology,Business,19,Boston,Cooking,2575.5,90567.0
Benjamin Franco,Biology,Business,23,San Francisco,Music,1788.0,41094.0
Todd Allison,Physics,Science,20,Boston,Music,3876.3333333333335,121309.0
Peter Silva,Nursing,Engineering,20,Remote,Gaming,4699.0,100316.0
Michael Boyd,Nursing,Engineering,22,Remote,Gaming,4774.0,83275.0
Thomas Schroeder,Mathematics,Health,19,Remote,Traveling,4220.0,97236.0
Jessica Compton,Computer Science,Health,22,Houston,Cooking,2520.0,85951.0
Sara Turner,Philosophy,Engineering,24,Remote,Music,3516.0,35540.0
Dennis Cantrell,Philosophy,Arts,25,Boston,Reading,4512.0,61545.0
Angela Coleman,Information Technology,Arts,23,San Francisco,Reading,3628.0,113555.0
Max Petty,Psychology,Engineering,18,Boston,Traveling,4490.0,123736.0
John Williams,Business Administration,Arts,19,Houston,Reading,2880.0,107912.0
Howard Williams,Philosophy,Science,24,Remote,Music,1913.0,92088.0
Kathy Patterson,Architecture,Arts,24,New York,Music,4449.0,112304.0
Jessica Vincent,Physics,Arts,25,Remote,Music,4326.0,87693.66666666667
Rebecca Mckee,Biology,Business,24,Los Angeles,Traveling,2245.0,63083.333333333336
Steven Olson,Biology,Business,19,Los Angeles,Traveling,3247.0,38473.0
Jane Mckenzie,Psychology,Business,25,Boston,Cooking,2464.0,130810.0
Jamie Ramirez,Information Technology,Law,23,New York,Music,3257.0,117176.0
Amy Elliott,Mechanical Engineering,Science,23,San Francisco,Sports,4050.0,147631.0
Ryan Sanchez,Philosophy,Arts,22,Boston,Gaming,4843.0,30989.0
Steven Ramirez DDS,Psychology,Law,24,Boston,Cooking,4428.857142857143,66862.0
Anthony Lambert,Nursing,Health,18,Chicago,Gaming,4014.714285714286,59062.0
Lisa Matthews,Business Administration,Engineering,24,Boston,Cooking,3600.5714285714284,51262.0
Brandon Blackwell,Biology,Arts,22,Houston,Gaming,2772.285714285714,47070.5
Kelsey Mccarthy,Business Administration,Engineering,24,Remote,Cooking,1944.0,42879.0
Jerry Pierce,Nursing,Engineering,24,San Francisco,Reading,3215.0,80837.0
Tami Miller,Mathematics,Arts,20,San Francisco,Reading,2444.0,113859.0
Christian Alvarez,Nursing,Business,21,Los Angeles,Cooking,2469.8,102450.4
Andrew Martinez Jr.,Nursing,Engineering,23,Chicago,Gaming,2521.4,79633.2
Elizabeth Fuentes,Physics,Arts,25,Chicago,Music,2573.0,56816.0
Brenda Mitchell,Philosophy,Law,23,Los Angeles,Cooking,2904.6,88231.0
Tim Howard,Electrical Engineering,Business,21,Chicago,Gaming,3236.2,70824.0
Timothy Perez,Chemistry,Law,18,Boston,Gaming,3567.8,53417.0
Brendan King,Law,Business,25,Remote,Cooking,3899.4,36010.0
Michele Rosario,Physics,Law,20,New York,Gaming,4059.0,96498.0
Alexa Green,Philosophy,Engineering,21,New York,Cooking,3887.0,93977.25
Kevin Johnson,Biology,Law,21,Los Angeles,Reading,4002.0,91456.5
Sierra Acosta,Business Administration,Business,19,Los Angeles,Reading,4117.0,88935.75
James Miller,Physics,Health,18,Los Angeles,Traveling,4442.0,86415.0
Julia Harrison,Law,Science,18,Houston,Music,3612.857142857143,91531.5
Willie Gray,Electrical Engineering,Engineering,21,Houston,Reading,2783.714285714286,120306.0
Jeffrey Roberts,Business Administration,Science,21,Los Angeles,Reading,1954.5714285714284,139774.2
Ashley Cook,Business Administration,Health,23,Chicago,Gaming,1540.0,130807.4
Jeffrey Guzman,Psychology,Science,18,Remote,Music,1882.0,121840.6
Suzanne Webb,Physics,Law,22,Boston,Sports,2465.4,112873.8
Barbara Hill,Business Administration,Science,19,New York,Traveling,3048.8,103907.0
Elizabeth Elliott,Nursing,Engineering,22,Los Angeles,Traveling,3632.2,95106.0
Luke Parsons,Mathematics,Arts,18,San Francisco,Cooking,4754.2,102104.0
Todd Martinez,Law,Health,20,San Francisco,Cooking,4731.8,79893.5
Jesus Fernandez,Chemistry,Health,24,Los Angeles,Cooking,4709.4,57683.0
James Estrada,Mechanical Engineering,Arts,23,Houston,Traveling,4687.0,79291.0
Heather Fischer,Physics,Science,25,Los Angeles,Sports,3366.0,100545.5
Valerie Parrish,Architecture,Science,24,Los Angeles,Sports,3541.0,121800.0
Joshua Lowe,Information Technology,Health,22,San Francisco,Music,3230.4,109220.25
Andrew Parker,Architecture,Law,22,Houston,Music,2298.6,71481.0
Lindsey Crawford,Psychology,Engineering,20,Remote,Sports,1988.0,34343.0
Phillip Collins,Law,Arts,21,Los Angeles,Music,2830.0,78078.0
Troy West,Psychology,Science,19,New York,Cooking,3032.333333333333,146389.0
Matthew Hayes,Electrical Engineering,Science,21,Los Angeles,Gaming,2392.666666666667,90932.0
Kyle Arnold,Physics,Engineering,19,Houston,Reading,1753.0,112712.0
Zachary Mayer,Philosophy,Health,18,Boston,Sports,1366.0,98840.33333333331
Rebecca Knight,Electrical Engineering,Engineering,21,Houston,Music,2575.5,84968.66666666667
Mark Hoover,Nursing,Science,20,Boston,Cooking,3785.0,71097.0
Ebony Thomas,Information Technology,Arts,23,Chicago,Sports,2952.0,100415.0
Heather White,Nursing,Health,18,Boston,Gaming,4565.0,94525.5
Joseph Martin,Architecture,Business,25,Remote,Cooking,4460.666666666667,73977.0
Melissa Johnson,Mechanical Engineering,Engineering,24,San Francisco,Traveling,4252.0,39893.0
Dustin White,Information Technology,Health,18,Remote,Sports,4147.666666666667,75048.0
Diana Camacho,Philosophy,Science,23,Chicago,Traveling,2444.5,79133.5
Kelly Schroeder,Psychology,Arts,23,San Francisco,Gaming,2113.0,69752.0
Vanessa Morales,Business Administration,Business,20,Houston,Traveling,3021.0,82692.0
Patricia Parks,Philosophy,Engineering,25,Houston,Traveling,3421.0,94657.0
Ryan Dominguez,Mechanical Engineering,Engineering,20,New York,Sports,3821.0,111235.0
Matthew Huynh,Architecture,Business,18,San Francisco,Sports,4221.0,127813.0
Carolyn Lopez,Chemistry,Engineering,19,Los Angeles,Traveling,2552.0,144391.0
Chelsea Todd,Business Administration,Health,22,Houston,Cooking,2465.5,139050.33333333334
Amber Bowman,Biology,Arts,22,Houston,Music,2379.0,133709.66666666666
Donna Griffin,Physics,Science,19,Remote,Traveling,2292.5,128369.0
Brandy Glass,Law,Engineering,22,Boston,Sports,2206.0,95054.0
Eric Cole,Mathematics,Engineering,21,New York,Gaming,2033.0,30470.0
Melissa Hall,Physics,Arts,24,San Francisco,Traveling,1946.5,66210.5
Nicole Rodriguez,Computer Science,Science,21,New York,Reading,1808.0,134790.66666666666
Matthew Roberson,Electrical Engineering,Business,21,Houston,Sports,1886.3333333333333,129730.0
Jennifer Beck,Biology,Health,23,Boston,Cooking,2043.0,67546.0
Catherine Brown,Chemistry,Engineering,24,Boston,Traveling,3508.0,101648.0
